impound_no,Animal_ID,Data_Source,Record_Type,Link,location,name,animal_type,Age,Animal_Gender,breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,picture,image_alt_text,Description ,Temperament
K19-116436,A582728,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A582728,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Shania,Dog,5 YEARS,Spayed Female,Pit Bull,Brown / White,04/11/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A582728,Image Copyright HLP Inc. 2019,"Received on: 2019-04-11<p/> Description: Brown / White<p/>  Spayed Female Pit Bull Dog<p/> Age: 5 YEARS<p/> Adoption Fee: $100.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Shania and I am available for adoption.<p/><p/>I was brought in by a good samaritan on April 15th, 2019.<p/><p/>I'm a very shy gal who needs some TLC and time to really gain my trust and confidence. I really do love people and all the love they have to offer me, I just take my time getting to know them. I love anything with a squeaker in it and carry my toys around with me. Fetch is also one of my favorite things to do outside. I love to get pets and snuggle with my person on the couch or in bed and would be a great couch potatoe. My caregivers have noticed that I seem to do well with other large dogs. When meeting dogs in a new home, I would do best with a slow introduction.<p/><p/>My personality color is BLUE. I am a gentle and loving dog who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>",BLUE
K19-116436,A582728,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A582728,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Shania,Dog,5 YEARS,Spayed Female,Pit Bull,Brown / White,04/11/2019 12:00:00 AM,Received on,8300 S 212TH ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A582728,Image Copyright HLP Inc. 2019,"Received on: 2019-04-11<p/> Found Near: 8300 S 212TH ST, KENT WA 98032<p/> Description: Brown / White Spayed Female Pit Bull Dog<p/> Age: 5 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
K19-116471,A582858,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Dog,NO AGE,Female,German Shepherd,Black / Tan,04/13/2019 12:00:00 AM,Received on,4100 S 272ND ST,KENT,WA,98032,KING COUNTY,47.357875,-122.282904,,Image Copyright HLP Inc. 2019,"Received on: 2019-04-13<p/> Found Near: 4100 S 272ND ST, KENT WA 98032<p/> Description: Black / Tan Female German Shepherd Dog<p/> Age: NO AGE<p/>",
K19-116519,A583023,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A583023,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Cpt. Morgan,Cat,1 YEAR,Neutered Male,Domestic Shorthair,Black / White,04/16/2019 12:00:00 AM,Received on,17300 SE LAKE MONEYSMITH RD,AUBURN,WA,98092,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A583023,Image Copyright HLP Inc. 2019,"Received on: 2019-04-16<p/> Found Near: 17300 SE LAKE MONEYSMITH RD, AUBURN WA 98092<p/> Description: Black / White Neutered Male Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",RED
K19-116550,A583178,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A583178,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Popeye,Cat,11 YEARS,Neutered Male,Domestic Shorthair,Org Tabby / White,04/17/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A583178,Image Copyright HLP Inc. 2019,"Received on: 2019-04-17<p/> Description: Org Tabby / White<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 11 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Popeye and I am available for adoption.<p/><p/>I was brought in by my previous owner on 4/17/19 because they were moving. I lived in a home with other cats and have been around men, women and children of all ages. My previous owner described me as shy, gentle, sweet and mellow. I love to be petted, held and sit in your lap.<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>My caregivers have noticed that I seem to do well with other cats. When meeting cats in a new home, I would do best with a slow introduction.<p/><p/>Because of my shy nature, I would do best in a calm, quiet home.<p/>",
K19-116559,A583233,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A583233,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Tiger,Cat,2 YEARS,Neutered Male,Domestic Shorthair,Brn Tabby,04/18/2019 12:00:00 AM,Received on,12040 NE 85TH ST,KIRKLAND,WA,98033,KIRKLAND,47.680519,-122.179195,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A583233,Image Copyright HLP Inc. 2019,"Received on: 2019-04-18<p/> Description: Brn Tabby<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p/>Hi! My name is Tiger and I am available for adoption. I was brought in by an Animal Control Officer on April 18, 2019.<p/><p/>I'm super sweet but very nervous in this environment. If you go slow and give me head and neck pets I will start to warm up to you. I don't really enjoy being held, I'm a little bit independent and it makes me uncomfortable. I haven't ever lived with a cat, but I think I would probably like them and would give it a try. <p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>",BLUE
K19-116568,A583284,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Unaltered,Domestic Mediumhair,Calico,04/19/2019 12:00:00 AM,Received on,18600 SE 128TH ST,RENTON,WA,98059,KING COUNTY,,,,Image Copyright HLP Inc. 2019,"Received on: 2019-04-19<p/> Found Near: 18600 SE 128TH ST, RENTON WA 98059<p/> Description: Calico Unaltered Domestic Mediumhair Cat<p/> Age: NO AGE<p/>",
K19-116587,A583342,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A583342,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Mallory,Cat,10 YEARS,Spayed Female,Domestic Longhair,Tortie,04/20/2019 12:00:00 AM,Received on,23600 PACIFIC HWY S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A583342,Image Copyright HLP Inc. 2019,"Received on: 2019-04-20<p/> Found Near: 23600 PACIFIC HWY S, KENT WA 98032<p/> Description: Tortie Spayed Female Domestic Longhair Cat<p/> Age: 10 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-116654,A583525,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Unaltered,Domestic Mediumhair,Brn Tabby,04/23/2019 12:00:00 AM,Received on,11600 SE 258TH ST,KENT,WA,98030,KENT,,,,Image Copyright HLP Inc. 2019,"Received on: 2019-04-23<p/> Found Near: 11600 SE 258TH ST, KENT WA 98030<p/> Description: Brn Tabby Unaltered Domestic Mediumhair Cat<p/> Age: NO AGE<p/>",
K19-116648,A574834,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,7,Dead Cat,1 YEAR 5 MONTHS,Neutered Male,Domestic Shorthair,Black,04/23/2019 12:00:00 AM,Received on,19800 140TH AVE SE,RENTON,WA,98058,KING COUNTY,,,,Image Copyright HLP Inc. 2019,"Received on: 2019-04-23<p/> Found Near: 19800 140TH AVE SE, RENTON WA 98058<p/> Description: Black Neutered Male Domestic Shorthair Cat<p/> Age: 1 YEAR 5 MONTHS<p/>",
K19-116651,A583521,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Unaltered,Domestic Shorthair,Gray,04/23/2019 12:00:00 AM,Received on,23700 100TH AVE SE,KENT,WA,98031,KENT,,,,Image Copyright HLP Inc. 2019,"Received on: 2019-04-23<p/> Found Near: 23700 100TH AVE SE, KENT WA 98031<p/> Description: Gray Unaltered Domestic Shorthair Cat<p/> Age: NO AGE<p/>",
K19-116656,A583527,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A583527,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Beverley,Cat,1 YEAR,Female,Domestic Shorthair,Black,04/23/2019 12:00:00 AM,Received on,3200 S 169TH ST,SEATAC,WA,98188,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A583527,Image Copyright HLP Inc. 2019,"Received on: 2019-04-23<p/> Found Near: 3200 S 169TH ST, SEATAC WA 98188<p/> Description: Black Female Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-116632,A583503,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,2 YEARS,Male,Domestic Shorthair,Org Tabby,04/23/2019 12:00:00 AM,Received on,6800 148TH AVE NE,REDMOND,WA,98052,REDMOND,47.661856,-122.143092,,Image Copyright HLP Inc. 2019,"Received on: 2019-04-23<p/> Found Near: 6800 148TH AVE NE, REDMOND WA 98052<p/> Description: Org Tabby Male Domestic Shorthair Cat<p/> Age: 2 YEARS<p/>",
K19-116673,A583586,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A583586,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Sergio,Dog,3 YEARS,Neutered Male,Pit Bull / Siberian Husky,Tan / White,04/24/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A583586,Image Copyright HLP Inc. 2019,"Received on: 2019-04-24<p/> Description: Tan / White<p/>  Neutered Male Pit Bull / Siberian Husky Dog<p/> Age: 3 YEARS<p/> Adoption Fee: $225.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Sergio and I am available for adoption.<p/><p/>I was brought in by an Animal Control Officer on 4/24/19.<p/><p/>My personality color is GREEN. I am an adaptable dog who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy.<p/><p/><p/>",GREEN
K19-116673,A583586,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A583586,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Sergio,Dog,3 YEARS,Neutered Male,Pit Bull / Siberian Husky,Tan / White,04/24/2019 12:00:00 AM,Received on,27000 174TH PL SE,COVINGTON,WA,98042,COVINGTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A583586,Image Copyright HLP Inc. 2019,"Received on: 2019-04-24<p/> Found Near: 27000 174TH PL SE, COVINGTON WA 98042<p/> Description: Tan / White Neutered Male Pit Bull / Siberian Husky Dog<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K19-116719,A583707,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A583707,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Walter,Rat,1 YEAR 6 MONTHS,Male,Rat,Gray / White,04/25/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A583707,Image Copyright HLP Inc. 2019,"Received on: 2019-04-25<p/> Description: Gray / White<p/>  Male Rat Rat<p/> Age: 1 YEAR 6 MONTHS<p/> Adoption Fee: An Adoption Fee has not been set. Please inquire with the shelter.<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/><p/>",
K19-116720,A583708,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A583708,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Edgar,Rat,1 YEAR 6 MONTHS,Male,Rat,Gray / White,04/25/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A583708,Image Copyright HLP Inc. 2019,"Received on: 2019-04-25<p/> Description: Gray / White<p/>  Male Rat Rat<p/> Age: 1 YEAR 6 MONTHS<p/> Adoption Fee: An Adoption Fee has not been set. Please inquire with the shelter.<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/><p/>",
K19-116711,A583690,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A583690,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Coco,Cat,2 YEARS,Spayed Female,Domestic Shorthair,Tortie,04/25/2019 12:00:00 AM,Received on,12040 NE 85TH ST,KIRKLAND,WA,98033,KIRKLAND,47.680519,-122.179195,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A583690,Image Copyright HLP Inc. 2019,"Received on: 2019-04-25<p/> Description: Tortie<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p/>Hi! My name is CoCo and I am available for adoption. I was brought in by my previous owner on April 25, 2019 because they had too many cats. My previous owner described me as shy.<p/><p/>I am an independent kitty who likes to do my own thing!<p/><p/>Because of my shy nature, I would do best in a calm, quiet home.<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/><p/>",
